context,context_label,chinese,english,source_file:line
button_text,Operator 按钮文本,复制选中节点图像到剪贴板,Copy Selected Node Image to Clipboard,menu\nodetree_mt.py:74; menu\nodetree_mt.py:74; ops\nodetree\nodetree_image_and_clipboard.py:294
property_name,属性名,复杂极点,Complex Pole,ops\view3d\view3d_mesh_topology_hud.py:150
property_name,属性名,复用材质和节点,Reuse Materials and Nodes,ops\view3d\view3d_obj_import_lib_mesh.py:19
report,报告消息,外部编辑器路径无效，请重新选择,"Invalid external editor path, please re-select",ops\nodetree\nodetree_open_in_external_editor.py:181
button_text,Operator 按钮文本,多语言输入,Multilingual Input,menu\texteditor_mt.py:48; menu\texteditor_mt.py:48; ops\texteditor\texteditor_editing_tool.py:470
property_name,属性名,多边面,N-gon Face,ops\view3d\view3d_mesh_topology_hud.py:137
button_text,Operator 按钮文本,大小写反转,Toggle Case,menu\texteditor_mt.py:36; menu\texteditor_mt.py:36
draw_label,Panel 标签,大小写编辑,Case Editing,menu\texteditor_mt.py:29
button_text,Operator 按钮文本,大小写转换,Case Conversion,ops\texteditor\texteditor_editing_tool.py:347
property_name,属性名,大小写转换模式,Case Conversion Mode,ops\texteditor\texteditor_editing_tool.py:356
property_desc,属性描述,如果为True，则仅应用到选中的元素；否则应用到全部,"If True, applies only to selected elements; otherwise applies to all",ops\view3d\view3d_mesh_attribute_tool.py:27
property_desc,属性描述,如果为True，则仅应用到选中的顶点；否则应用到全部,"If True, applies only to selected vertices; otherwise applies to all",ops\view3d\view3d_mesh_vertex_color_tool.py:70
draw_label,Panel 标签,如果你对开发blender插件及脚本开发感兴趣、或者在开发途中遇到了棘手的问题,If you are interested in Blender add-on/script development or hit tricky problems along the way,addon_prefs.py:57
property_desc,属性描述,如果顶点连接了锐边，则停止追踪,Stop tracing when a vertex connects to a sharp edge,ops\view3d\view3d_mesh_select_nonmanifold_edge_loop.py:102; ops\view3d\view3d_mesh_select_nonmanifold_edge_loop.py:239
button_text,Operator 按钮文本,字数统计,Word Count,menu\texteditor_mt.py:49; menu\texteditor_mt.py:49; ops\texteditor\texteditor_editing_tool.py:563
property_name,属性名,字符串,String,ops\view3d\view3d_mesh_attribute_tool.py:16
property_name,属性名,孤立顶点,Isolated Vertex,ops\view3d\view3d_mesh_topology_hud.py:128
button_text,Operator 按钮文本,官方库,Official Add-ons,addon_prefs.py:36; addon_prefs.py:36
button_text,Operator 按钮文本,实例解包为集合,Instance to Collection,menu\outliner_mt.py:19; menu\outliner_mt.py:19; ops\outliner\outliner_collection_instance.py:366
property_name,属性名,容差,Tolerance,ops\nodetree\nodetree_color_curve_tools.py:519
property_desc,属性描述,对角线劈开两三角面法线夹角大于阈值,Two triangles split by a diagonal whose normal angle exceeds the threshold,ops\view3d\view3d_mesh_topology_hud.py:154
button_text,Operator 按钮文本,对调隐藏,Toggle Hidden,ops\view3d\view3d_obj_toggle_hidden.py:8
property_desc,属性描述,对边匹配的严格程度,Strictness of edge matching,ops\view3d\view3d_mesh_select_ring_edges.py:249
property_desc,属性描述,对边匹配的严格程度，越大越严格,Strictness of edge matching; higher = stricter,ops\view3d\view3d_mesh_select_nonmanifold_face_loop.py:79; ops\view3d\view3d_mesh_select_nonmanifold_face_loop.py:402; ops\view3d\view3d_mesh_select_ring_edges.py:113; ops\view3d\view3d_mesh_select_ring_edges.py:149
button_text,Operator 按钮文本,对齐视图到面法线,Align View to Face Normal,ops\view3d\view3d_mesh_align_view_to_normal.py:90
button_text,Operator 按钮文本,导入,Import,ops\nodetree\nodetree_ramp_library.py:547
button_text,Operator 按钮文本,导入剪贴板图像为空物体,Import Clipboard Image as Empty,menu\view3d_mt.py:11; menu\view3d_mt.py:11
button_text,Operator 按钮文本,导入剪贴板图像到三维视口,Import Clipboard Image to 3D Viewport,ops\nodetree\nodetree_image_and_clipboard.py:89
button_text,Operator 按钮文本,导入剪贴板图像到节点视口,Import Clipboard Image to Node Editor,menu\nodetree_add_mt.py:21; menu\nodetree_add_mt.py:21; menu\nodetree_mt.py:29; menu\nodetree_mt.py:29; ops\nodetree\nodetree_image_and_clipboard.py:192
button_text,Operator 按钮文本,导入渐变库,Import Gradient Library,ops\nodetree\nodetree_ramp_library.py:406
button_text,Operator 按钮文本,导入网格,Import Mesh,ops\view3d\view3d_obj_import_lib_mesh.py:9
button_text,Operator 按钮文本,导出,Export,ops\nodetree\nodetree_ramp_library.py:548
button_text,Operator 按钮文本,导出渐变库,Export Gradient Library,ops\nodetree\nodetree_ramp_library.py:385
draw_label,Panel 标签,将剪贴板图像粘贴至节点组,Paste Clipboard Image to Node Group,ops\nodetree\nodetree_image_and_clipboard.py:287
button_text,Operator 按钮文本,小地图点击跳转,Minimap Click to Jump,ops\nodetree\nodetree_minimap_preview.py:244
button_text,Operator 按钮文本,就近正交,Nearest Orthographic,ops\view3d\view3d_obj_switch_to_nearest_orthogonal.py:30
property_desc,属性描述,展开/折叠标签白名单选择,Expand/collapse tag whitelist selection,ops\other\other_addon_pack.py:178
property_desc,属性描述,展开完整的注册信息设置项,Show full registration settings,ops\other\other_addon_pack.py:240
property_name,属性名,展开标签,Show Tags,ops\other\other_addon_pack.py:177
property_name,属性名,属性类型,Property Type,ops\view3d\view3d_obj_filter_batch_selector.py:76
report,报告消息,已分离并转换为曲线,Separated and converted to curve,ops\view3d\view3d_mesh_separate_edges_to_curve.py:39
report,报告消息,已切换为白底,Switched to white background,ops\view3d\view3d_obj_camera_background.py:52
report,报告消息,已切换为黑底,Switched to black background,ops\view3d\view3d_obj_camera_background.py:56
report,报告消息,已删除,Deleted,ops\nodetree\nodetree_ramp_library.py:377
report,报告消息,已删除采样点,Sample point deleted,ops\nodetree\nodetree_convert_image_to_gradient.py:743
report,报告消息,已去除行尾空白,Trailing spaces removed,ops\texteditor\texteditor_editing_tool.py:180
report,报告消息,已对选区内的行进行排序,Lines in selection sorted,ops\texteditor\texteditor_editing_tool.py:339
report,报告消息,已将所选文本转换为大写,Selected text converted to uppercase,ops\texteditor\texteditor_editing_tool.py:404; ops\texteditor\texteditor_editing_tool.py:412
report,报告消息,已将所选文本转换为大小写反转,Selected text case toggled,ops\texteditor\texteditor_editing_tool.py:410
report,报告消息,已将所选文本转换为小写,Selected text converted to lowercase,ops\texteditor\texteditor_editing_tool.py:406
report,报告消息,已将所选文本转换为首字母大写,Selected text converted to title case,ops\texteditor\texteditor_editing_tool.py:408
report,报告消息,已按视口方向反转法向,Normals flipped by viewport direction,ops\view3d\view3d_mesh_flip_normals_by_view.py:46
report,报告消息,已提取出所有可提取信息，请前往控制台查阅,All extractable info dumped; check the console,ops\other\other_developer_panel_picker.py:257; ops\other\other_developer_panel_picker.py:300
report,报告消息,已添加文件输出节点并完成连线,File output node added and connected,ops\nodetree\nodetree_compositor_add_output_node.py:57
report,报告消息,已清除相机背景,Camera background cleared,ops\view3d\view3d_obj_camera_background.py:63
report,报告消息,已移除空白行,Empty lines removed,ops\texteditor\texteditor_editing_tool.py:264
report,报告消息,已跳转至目标文件夹,Jumped to target folder,ops\filebrowser\filebrowser_jump_to_blender_folder.py:192
property_name,属性名,布尔值,Boolean,ops\view3d\view3d_mesh_attribute_tool.py:10
draw_label,Panel 标签,帮助致谢（按名称首字母排序）,Special Thanks (sorted by name),addon_prefs.py:74
button_text,Operator 按钮文本,平滑控制点,Smooth Control Points,menu\nodetree_mt.py:156; menu\nodetree_mt.py:156; ops\nodetree\nodetree_color_curve_tools.py:776
property_name,属性名,平滑系数,Smooth Factor,ops\nodetree\nodetree_color_curve_tools.py:781
property_name,属性名,平行系数,Parallel Coefficient,ops\view3d\view3d_mesh_select_nonmanifold_face_loop.py:79
button_text,Operator 按钮文本,并排边环选取设置,Edge Ring Selection Settings,ops\view3d\view3d_mesh_select_ring_edges.py:432
button_text,Operator 按钮文本,应用,Apply,ops\other\other_addon_filter.py:86; ops\other\other_addon_filter.py:154; ops\other\other_addon_filter.py:154
draw_label,Panel 标签,应用到通道:,Apply to Channels:,ops\nodetree\nodetree_color_curve_tools.py:149; ops\nodetree\nodetree_color_curve_tools.py:458; ops\nodetree\nodetree_color_curve_tools.py:673; ops\nodetree\nodetree_color_curve_tools.py:740; ops\nodetree\nodetree_color_curve_tools.py:805; ops\nodetree\nodetree_color_curve_tools.py:881
button_text,Operator 按钮文本,应用所有修改器,Apply All Modifiers,menu\blender_mt_custom.py:139; menu\blender_mt_custom.py:139; ops\view3d\view3d_obj_apply_all_modifiers.py:8
button_text,Operator 按钮文本,应用渐变预设,Apply Gradient Preset,ops\nodetree\nodetree_ramp_library.py:231
button_text,Operator 按钮文本,应用顶点颜色,Apply Vertex Color,ops\view3d\view3d_mesh_vertex_color_tool.py:64
button_text,Operator 按钮文本,应用预设,Apply Preset,menu\nodetree_mt.py:152; menu\nodetree_mt.py:152
property_name,属性名,延伸方向,Extend Direction,ops\view3d\view3d_mesh_select_nonmanifold_edge_loop.py:95
property_name,属性名,延伸步数,Extend Steps,ops\view3d\view3d_mesh_select_nonmanifold_edge_loop.py:92
property_name,属性名,延迟透明,Deferred Transparency,ops\other\other_deferred_transparent.py:25
button_text,Operator 按钮文本,开发者工具,Developer Tool,menu\developer_tools_pt.py:10
property_desc,属性描述,开启则钳制在0-1，关闭则超出的部分自动取余循环,"If on, clamp to 0-1; if off, wrap overflows with modulo",ops\nodetree\nodetree_color_curve_tools.py:715
draw_label,Panel 标签,开源世界的每一位行者，都不需要孤独行走，欢迎与我们汇聚，化为翻涌的江河！！,No open-source traveler walks alone — join us and become a surging river!!,addon_prefs.py:68
property_name,属性名,弃选 (M),Discard (M),ops\view3d\view3d_mesh_edge_loop_select.py:50
button_text,Operator 按钮文本,强制终止后台渲染,Kill Background Render,ops\other\other_background_render.py:232; ops\other\other_background_render.py:275
property_name,属性名,强度,Strength,ops\nodetree\nodetree_color_ramp_tools.py:369
button_text,Operator 按钮文本,归一散布,Normalize Spread,ops\nodetree\nodetree_color_ramp_tools.py:125
button_text,Operator 按钮文本,归一色标位置,Normalize Stop Positions,menu\nodetree_mt.py:115; menu\nodetree_mt.py:115
property_desc,属性描述,当使用活动物体作为坐标系或轴心时，不镜像复制活动物体本身,"When using the active object as coordinate system or pivot, do not mirror the active object itself",ops\view3d\view3d_obj_mirror.py:156
report,报告消息,当前 Blender 版本的 BMesh 不支持字符串层！,BMesh in this Blender version does not support string layers!,ops\view3d\view3d_mesh_attribute_tool.py:109
report,报告消息,当前场景没有活动相机！请先添加并设置一个活动相机。,No active camera in the scene! Add and set an active camera first.,ops\view3d\view3d_obj_camera_background.py:20
report,报告消息,当前已在顶层（无递归显示），无需跳转,"Already at top level (no recursion), no jump needed",ops\filebrowser\filebrowser_jump_to_blender_folder.py:89
report,报告消息,当前没有可导出的预设,No presets available to export,ops\nodetree\nodetree_ramp_library.py:393
draw_label,Panel 标签,很多功能受到了【Blender超级技术交流社】成员的启发或协助得以实现,Many features were inspired by or built with help from the Blender Super Tech Club,addon_prefs.py:52
button_text,Operator 按钮文本,循环/并排边扩选,Loop/Edge Ring Expand,ops\view3d\view3d_mesh_edge_loop_select.py:31
button_text,Operator 按钮文本,循环边选取设置,Loop Edge Selection Settings,ops\view3d\view3d_mesh_select_nonmanifold_edge_loop.py:411
button_text,Operator 按钮文本,循环面扩选,Face Loop Expand,ops\view3d\view3d_mesh_face_loop_select.py:20
button_text,Operator 按钮文本,循环面选取设置,Face Loop Selection Settings,ops\view3d\view3d_mesh_select_nonmanifold_face_loop.py:356
property_desc,属性描述,微微偏移面避免遮挡,Slightly offset faces to avoid z-fighting,ops\view3d\view3d_mesh_topology_hud.py:125
report,报告消息,必须在网格编辑模式下运行,Must run in mesh edit mode,ops\view3d\view3d_mesh_modal_weld.py:29
report,报告消息,快捷键已恢复默认（默认未启用）,Hotkeys restored to default (disabled by default),utils\keymap_utils.py:177
button_text,Operator 按钮文本,快速写入:,Quick Write:,ops\view3d\view3d_mesh_attribute_tool.py:148
button_text,Operator 按钮文本,快速导出活动节点,Quick Export Active Node,menu\nodetree_mt.py:48; menu\nodetree_mt.py:48
button_text,Operator 按钮文本,快速烘焙所选节点,Quick Bake Selected Nodes,menu\nodetree_mt.py:52; menu\nodetree_mt.py:52
button_text,Operator 按钮文本,快速烘焙活动节点,Quick Bake Active Node,menu\nodetree_mt.py:46; menu\nodetree_mt.py:46
draw_label,Panel 标签,快速生成,Quick Generate,ops\nodetree\nodetree_convert_image_to_gradient.py:280
report,报告消息,快速生成中,Generating...,ops\nodetree\nodetree_compositor_bake_node.py:166
button_text,Operator 按钮文本,快速生成输出节点,Quick Add Output Node,menu\nodetree_mt.py:45; menu\nodetree_mt.py:45
button_text,Operator 按钮文本,快速设置白色背景,Quick White Background,ops\view3d\view3d_obj_camera_background.py:74; ops\view3d\view3d_obj_camera_background.py:74
button_text,Operator 按钮文本,快速设置黑色背景,Quick Black Background,ops\view3d\view3d_obj_camera_background.py:76; ops\view3d\view3d_obj_camera_background.py:76
button_text,Operator 按钮文本,快速跳转,Quick Jump,ops\filebrowser\filebrowser_jump_to_active_folder.py:28
button_text,Operator 按钮文本,快速预览,Quick Preview,ops\view3d\view3d_mesh_vertex_group_stats.py:162; ops\view3d\view3d_mesh_vertex_group_stats.py:239; ops\view3d\view3d_mesh_vertex_group_stats.py:239
property_name,属性名,忽略大小写,Ignore Case,ops\view3d\view3d_mesh_filter_batch_selector.py:36
button_text,Operator 按钮文本,恢复默认快捷键,Restore Default Hotkeys,utils\keymap_utils.py:141; utils\keymap_utils.py:141; utils\keymap_utils.py:146
status_text,状态栏文本,悬浮预览 | 左键确定 | Shift加选 Ctrl减选 | 右键取消,Hover preview | LMB confirm | Shift add Ctrl subtract | RMB cancel,ops\view3d\view3d_mesh_select_ring_edges.py:290
draw_label,Panel 标签,感谢使用本插件,Thank you for using this add-on,addon_prefs.py:44
draw_label,Panel 标签,感谢每一位向RARA提出过意见的朋友们,Thanks to every friend who gave RARA feedback,addon_prefs.py:48
report,报告消息,成功从剪贴板导入图像到三维视口,Successfully imported clipboard image to 3D viewport,ops\nodetree\nodetree_image_and_clipboard.py:125
report,报告消息,成功复制所选筛查卡片,Successfully copied selected filter card,ops\view3d\view3d_obj_filter_batch_selector.py:167
report,报告消息,成功将剪贴板图像写入所选节点,Successfully wrote clipboard image to selected node,ops\nodetree\nodetree_image_and_clipboard.py:251
report,报告消息,成功将剪贴板图像粘贴进视口,Successfully pasted clipboard image into viewport,ops\nodetree\nodetree_image_and_clipboard.py:278
report,报告消息,成功极速粘贴并选中新元素,Successfully pasted and selected new elements,ops\view3d\view3d_obj_elements_clipboard.py:259
draw_label,Panel 标签,我们相信【提问本身就是贡献】，每一个被解答的问题，都能帮到所有后来者,We believe asking IS contributing; every answered question helps all who come after,addon_prefs.py:63
report,报告消息,所选节点不包含有效图像。,Selected nodes contain no valid image.,ops\nodetree\nodetree_preview_selected_image.py:155
report,报告消息,所选节点不包含输出口,Selected node has no output sockets,ops\nodetree\nodetree_shader_bake_node.py:189
report,报告消息,所选节点没有可用的输出端口,Selected node has no available output sockets,ops\nodetree\nodetree_compositor_add_output_node.py:29
property_desc,属性描述,所选边周围多大距离内的面会被选中参与焊接,Faces within this distance around selected edges are included in the weld,ops\view3d\view3d_mesh_edge_to_face.py:16
report,报告消息,所选边附近没有找到面,No faces found near the selected edges,ops\view3d\view3d_mesh_edge_to_face.py:59
button_text,Operator 按钮文本,打包为实例,Pack as Instance,menu\outliner_mt.py:18; menu\outliner_mt.py:18; ops\outliner\outliner_collection_instance.py:249
property_desc,属性描述,打包后文件保存的位置（自动记录，下次打开无需重复设置）,Where the packed file will be saved (auto-saved for next session),addon_prefs.py:140
property_desc,属性描述,打包实例或修改原点时的对齐方式,Alignment method when packing instances or adjusting origin,ops\outliner\outliner_collection_instance.py:21; ops\outliner\outliner_collection_instance.py:299
property_name,属性名,打包工具输出路径,Pack Output Path,addon_prefs.py:139
draw_label,Panel 标签,打包插件为发行包,Pack add-on into a release archive,menu\developer_tools_pt.py:27
property_desc,属性描述,打包时包含的相对路径列表（与排除模式互斥）,Relative paths to include when packing (mutually exclusive with exclude pattern),ops\other\other_addon_pack.py:237
property_desc,属性描述,打包时排除的文件模式（gitignore格式）,File patterns to exclude when packing (gitignore format),ops\other\other_addon_pack.py:233
property_desc,属性描述,打包时计算最小包围盒（OBB），自动旋转实例以匹配最佳边界,Compute minimal oriented bounding box (OBB) and auto-rotate instances to match best edges,ops\outliner\outliner_collection_instance.py:16
button_text,Operator 按钮文本,打印元素信息,Print Element Info,ops\other\other_developer_panel_picker.py:269
button_text,Operator 按钮文本,打开工程文件夹,Open Project Folder,menu\filebrowser_mt.py:22; menu\filebrowser_mt.py:22
property_name,属性名,打开或跳转,Open or Jump,ops\filebrowser\filebrowser_jump_to_blender_folder.py:134
button_text,Operator 按钮文本,打开所选文件夹,Open Selected Folder,menu\filebrowser_mt.py:20; menu\filebrowser_mt.py:20; ops\filebrowser\filebrowser_jump_to_blender_folder.py:48
button_text,Operator 按钮文本,打开控制台,Open Console,menu\developer_tools_pt.py:20; menu\developer_tools_pt.py:20
button_text,Operator 按钮文本,打开文件夹,Open Folder,menu\nodetree_mt.py:80; menu\nodetree_mt.py:80; ops\nodetree\nodetree_open_in_external_editor.py:242
button_text,Operator 按钮文本,打开输出文件夹,Open Output Folder,menu\filebrowser_mt.py:28; menu\filebrowser_mt.py:28
property_name,属性名,打开输出目录,Open Output Directory,ops\other\other_background_render.py:190
property_desc,属性描述,执行后创建渲染批处理文件,Create a render batch script after execution,ops\other\other_background_render.py:188
property_name,属性名,扩选方向,Expand Direction,ops\view3d\view3d_mesh_edge_loop_select.py:53
property_name,属性名,扩选次数,Expand Count,ops\view3d\view3d_mesh_edge_loop_select.py:46
property_name,属性名,扩选阶数,Expand Order,ops\view3d\view3d_mesh_custom_island_expand.py:41
button_text,Operator 按钮文本,批量处理修改器,Batch Process Modifiers,ops\view3d\view3d_obj_modifier_tools.py:24
button_text,Operator 按钮文本,批量处理修改器...,Batch Process Modifiers...,menu\blender_mt_custom.py:141; menu\blender_mt_custom.py:141
button_text,Operator 按钮文本,批量重命名,Batch Rename,ops\filebrowser\filebrowser_file_tools.py:19
button_text,Operator 按钮文本,拆分所选边为曲线,Separate Edges to Curve,ops\view3d\view3d_mesh_separate_edges_to_curve.py:8
button_text,Operator 按钮文本,拓扑 HUD 控制,Topology HUD Control,ops\view3d\view3d_mesh_topology_hud.py:698
button_text,Operator 按钮文本,拓扑 HUD 设置,Topology HUD Settings,ops\view3d\view3d_mesh_topology_hud.py:906
button_text,Operator 按钮文本,持续顶点融并,Continuous Vertex Weld,ops\view3d\view3d_mesh_modal_weld.py:16; ops\view3d\view3d_mesh_modal_weld.py:345
property_name,属性名,指定帧号,Frame Number,ops\other\other_background_render.py:176
property_desc,属性描述,指定要处理的顶点组,Specify which vertex group to process,ops\view3d\view3d_mesh_add_vertex_group.py:41
property_desc,属性描述,按正则表达式匹配名称。\n示例：\n^Chair_ 匹配以Chair_开头；\n_v\\d+$ 匹配结尾带_v1/_v2等版本号；\n(Lamp|Light) 匹配Lamp或Light,Match name by regex.\nExamples:\n^Chair_ matches names starting with Chair_;\n_v\\d+$ matches names ending with _v1/_v2 version tags;\n(Lamp|Light) matches Lamp or Light,ops\view3d\view3d_obj_filter_batch_selector.py:58
property_desc,属性描述,按正则表达式匹配顶点组名。示例：^hand 匹配以hand开头的组；(L|R)$ 匹配结尾为L或R的组,Match vertex group name by regex. e.g. ^hand matches groups starting with hand; (L|R)$ matches groups ending in L or R,ops\view3d\view3d_mesh_filter_batch_selector.py:39
property_desc,属性描述,按通配符匹配名称：*匹配任意字符，?匹配单个字符。\n示例：\nChair* 匹配以Chair开头；\n*_L* 匹配名称中带_L的；\nModel_?.blend 匹配Model_A.blend等,"Match name by wildcard: * = any chars, ? = one char.\nExamples:\nChair* matches names starting with Chair;\n*_L* matches names containing _L;\nModel_?.blend matches Model_A.blend etc",ops\view3d\view3d_obj_filter_batch_selector.py:62
property_desc,属性描述,按通配符匹配顶点组名：*任意字符，?单字符。示例：hand* 匹配以hand开头的组；*_L 匹配结尾为_L的组,"Match vertex group name by wildcard: * any chars, ? one char. e.g. hand* matches groups starting with hand; *_L matches groups ending in _L",ops\view3d\view3d_mesh_filter_batch_selector.py:43
property_name,属性名,排除模式,Exclude Pattern,ops\other\other_addon_pack.py:231
property_name,属性名,排除活动参考物体,Exclude Active Reference Object,ops\view3d\view3d_obj_mirror.py:155
property_name,属性名,控制台多语言修复 (Windows),Console Multilang Fix (Windows),addon_prefs.py:134
draw_label,Panel 标签,控制控制点,Control Points,ops\nodetree\nodetree_convert_image_to_gradient.py:269
property_name,属性名,控制柄类型,Handle Type,ops\nodetree\nodetree_color_curve_tools.py:850
report,报告消息,控制点已锁定,Control point locked,ops\nodetree\nodetree_convert_image_to_gradient.py:723
report,报告消息,控制点已锁定，无法拖动,Control point locked; cannot drag,ops\nodetree\nodetree_convert_image_to_gradient.py:845
draw_label,Panel 标签,提取blender面板详细信息,Extract detailed Blender panel information,menu\developer_tools_pt.py:23
button_text,Operator 按钮文本,提取面板,Extract Panel,ops\other\other_developer_panel_picker.py:527; ops\other\other_developer_panel_picker.py:527
report,报告消息,提示已显示,Tip displayed,ops\nodetree\nodetree_convert_image_to_gradient.py:778
property_name,属性名,插件ID,Plugin ID,ops\other\other_addon_pack.py:137
draw_label,Panel 标签,插件内置累计数百项对【原生功能】的【体验优化】及【功能延展】,The add-on contains hundreds of native-feature optimizations and extensions,addon_prefs.py:27
property_name,属性名,插件列表,Add-on List,ops\other\other_addon_filter.py:11
report,报告消息,插件初始化失败，请向开发者反馈,Addon initialization failed; please report to developer,ops\nodetree\nodetree_convert_image_to_gradient.py:663
property_name,属性名,插件名称,Plugin Name,ops\other\other_addon_pack.py:146
property_desc,属性描述,插件当前的版本号,Current plugin version,ops\other\other_addon_pack.py:162
property_desc,属性描述,插件所使用的开源许可证,Open-source license used by the plugin,ops\other\other_addon_pack.py:141
property_desc,属性描述,插件所支持的最低blender版本号,Minimum supported Blender version,ops\other\other_addon_pack.py:135
property_desc,属性描述,插件所支持的最高blender版本号,Maximum supported Blender version,ops\other\other_addon_pack.py:165
property_desc,属性描述,插件所用的ID，建议使用英文+下划线,Plugin ID; use English letters and underscores,ops\other\other_addon_pack.py:138
property_name,属性名,插件标签,Plugin Tags,ops\other\other_addon_pack.py:174; ops\other\other_addon_pack.py:572
property_name,属性名,插件标语,Plugin Tagline,ops\other\other_addon_pack.py:152
property_name,属性名,插件版本,Plugin Version,ops\other\other_addon_pack.py:161
property_desc,属性描述,插件的版权信息,Plugin copyright information,ops\other\other_addon_pack.py:172
property_desc,属性描述,插件的类型标签,Plugin category tags,ops\other\other_addon_pack.py:175
property_name,属性名,插件类型,Plugin Type,ops\other\other_addon_pack.py:156
property_name,属性名,插件网站,Plugin Website,ops\other\other_addon_pack.py:167
property_name,属性名,插件许可,Plugin License,ops\other\other_addon_pack.py:140
property_name,属性名,插件轮子,Wheels,ops\other\other_addon_pack.py:216
report,报告消息,插件重载完成,Addon reloaded,__init__.py:24
button_text,Operator 按钮文本,插入日期/时间,Insert Date/Time,ops\texteditor\texteditor_editing_tool.py:418
property_name,属性名,摄像头,Camera,ops\other\other_addon_pack.py:225
draw_label,Panel 标签,撤销记录、物理缓存、未使用材质槽、未使用数据,"Undo history, physics cache, unused material slots, unused data",ops\other\other_system_optimization.py:143
property_name,属性名,操作类型,Operation Type,ops\view3d\view3d_cursor_to_selected.py:164
draw_label,Panel 标签,"支持: sin, cos, tan, pi, e, abs, sqrt 等","Supports: sin, cos, tan, pi, e, abs, sqrt, etc.",ops\nodetree\nodetree_color_curve_tools.py:125
property_name,属性名,整数值,Integer,ops\view3d\view3d_mesh_attribute_tool.py:8
property_name,属性名,文件,Files,ops\other\other_addon_pack.py:219
draw_label,Panel 标签,文件浏览器界面，自动识别已打开的系统文件夹并显示跳转按钮至标题栏,File Browser: auto-detects open system folders and shows jump buttons in the header,addon_prefs.py:17
property_name,属性名,文件管理器标题栏显示,Show in File Browser Header,addon_prefs.py:122
draw_label,Panel 标签,文本行编辑,Text Line Editing,menu\texteditor_mt.py:40
report,报告消息,新建一张筛查卡片,Created a new filter card,ops\view3d\view3d_obj_filter_batch_selector.py:140
property_desc,属性描述,新建的顶点组名称,Name for the new vertex group,ops\view3d\view3d_mesh_add_vertex_group.py:43
button_text,Operator 按钮文本,新建相机到当前,New Camera at View,ops\view3d\view3d_obj_create_new_camera.py:27
property_name,属性名,新建类型,Create Type,ops\nodetree\nodetree_image_and_clipboard.py:130
property_name,属性名,新建顶点组,New Vertex Group,ops\view3d\view3d_mesh_add_vertex_group.py:43
button_text,Operator 按钮文本,旋转,Rotation,ops\view3d\view3d_parent_transform.py:221; ops\view3d\view3d_parent_transform.py:221
property_name,属性名,旋转模式,Rotation Mode,ops\view3d\view3d_cursor_to_selected.py:115
report,报告消息,无法从选中节点提取有效图像,Cannot extract valid image from selected nodes,ops\nodetree\nodetree_image_and_clipboard.py:315
report,报告消息,无法保存临时图像文件,Cannot save temporary image file,ops\nodetree\nodetree_open_in_external_editor.py:151
report,报告消息,无法创建文件夹,Cannot create folder,ops\filebrowser\filebrowser_jump_to_blender_folder.py:170
report,报告消息,无法在临时材质中找到对应节点,Cannot find matching node in temporary material,ops\nodetree\nodetree_shader_bake_node.py:281
report,报告消息,无法找到任何连接端点的路径！（可能属于不同的网格岛屿）,Cannot find any path connecting endpoints! (May belong to different mesh islands),ops\view3d\view3d_mesh_smart_close_loop.py:114
report,报告消息,无法获取有效的文件夹路径,Cannot get valid folder path,ops\filebrowser\filebrowser_file_tools.py:57; ops\filebrowser\filebrowser_file_tools.py:196
report,报告消息,无法获取有效路径,Cannot get valid path,ops\filebrowser\filebrowser_jump_to_blender_folder.py:59
report,报告消息,无法获取选中项的路径,Cannot get path of selected item,ops\filebrowser\filebrowser_jump_to_blender_folder.py:94
report,报告消息,无法获取面拐角颜色层！,Cannot get face corner color layer!,ops\view3d\view3d_mesh_vertex_color_tool.py:99; ops\view3d\view3d_mesh_vertex_color_tool.py:176
report,报告消息,无法获取面板类信息,Cannot get panel class info,ops\other\other_developer_panel_picker.py:249
report,报告消息,无法获取顶点颜色层！,Cannot get vertex color layer!,ops\view3d\view3d_mesh_vertex_color_tool.py:114; ops\view3d\view3d_mesh_vertex_color_tool.py:191
report,报告消息,无法解析文件编码,Cannot parse file encoding,ops\other\other_addon_pack.py:333
report,报告消息,无法识别元素类型,Cannot identify element type,ops\other\other_developer_panel_picker.py:295
draw_label,Panel 标签,无论你的经验是 10 年还是 10 天，好问题值得被认真回答，好方案值得被热烈讨论,"Whether your experience is 10 years or 10 days, good questions deserve good answers and good ideas deserve discussion",addon_prefs.py:65
property_name,属性名,无面边,Faces-Less Edge,ops\view3d\view3d_mesh_topology_hud.py:131
property_name,属性名,日期时间格式,Date/Time Format,ops\texteditor\texteditor_editing_tool.py:422
button_text,Operator 按钮文本,时间戳,Timestamp,menu\texteditor_mt.py:6
property_desc,属性描述,是否对多用户对象进行独立化处理，建议默认勾选,Whether to make multi-user objects single-user,ops\outliner\outliner_convert_empty_collection.py:33
property_desc,属性描述,是否对选中对象应用缩放，建议默认勾选,Whether to apply scale to selected objects,ops\outliner\outliner_convert_empty_collection.py:29
property_desc,属性描述,是否将计算结果强制钳制在 0 到 1 之间,Force clamp calculation results to 0-1 range,ops\nodetree\nodetree_color_curve_tools.py:88
property_name,属性名,是否应用缩放,Apply Scale,ops\outliner\outliner_convert_empty_collection.py:28
property_desc,属性描述,是否显示插件在文件管理器标题栏,Whether to show addon in file browser header,addon_prefs.py:122
